,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
6447,2015-04-15,4,3440,56192,2.0,0,0,3,0,1994,0,98053,47.6969,-122.046,785000
6448,2014-05-09,2,1840,3300,1.5,0,0,4,710,1910,0,98107,47.6757,-122.362,490000
6449,2014-05-27,4,2330,6250,1.0,0,0,4,930,1941,0,98030,47.3782,-122.228,344950
6450,2014-08-27,3,2250,2975,2.0,0,0,4,370,1905,0,98112,47.6289,-122.309,950000
6451,2014-07-09,4,2000,3988,1.0,0,4,4,1000,1958,0,98116,47.5925,-122.391,810000
6452,2015-03-09,2,3010,16050,1.0,0,3,4,1750,1976,0,98006,47.5643,-122.16,998160
6453,2014-12-10,3,1680,7389,1.0,0,0,3,530,1979,0,98056,47.5199,-122.184,377000
6454,2014-08-26,3,1530,6773,1.0,0,0,4,0,1984,0,98033,47.6653,-122.194,595000
6455,2014-08-18,2,970,4800,1.0,0,0,3,0,1911,1940,98116,47.5754,-122.414,313300
6456,2014-07-25,5,1550,5225,1.5,0,0,4,0,1941,0,98108,47.554,-122.306,360000
6457,2015-03-23,3,1660,7350,1.0,0,0,2,0,1979,0,98023,47.3118,-122.337,188000
6458,2014-09-12,3,3680,203860,1.5,0,0,3,0,1994,0,98014,47.6903,-121.929,755000
6459,2014-09-10,5,3210,4060,2.0,0,2,3,920,1917,2003,98117,47.6801,-122.357,1290000
6460,2014-07-14,3,1480,13280,2.5,0,0,3,0,1940,0,98027,47.5378,-122.043,455000
6461,2014-10-09,5,3600,9312,2.0,0,3,3,920,2005,0,98052,47.6582,-122.122,817500
6462,2014-09-22,3,1700,1481,3.0,0,0,3,0,2002,0,98103,47.6598,-122.349,550000
6463,2015-05-05,3,1680,8725,1.0,0,0,3,440,1978,0,98023,47.3107,-122.397,260000
6464,2014-06-26,3,1550,34175,1.5,0,0,3,0,1999,0,98045,47.4855,-121.698,320000
6465,2014-09-16,3,3780,10623,1.0,0,1,3,1130,1999,0,98006,47.5506,-122.101,1150000
6466,2015-04-20,4,2360,7370,1.0,0,0,3,900,1985,0,98125,47.7201,-122.308,362000
6467,2015-04-23,3,1810,1750,2.0,0,0,3,460,1997,0,98199,47.6513,-122.386,503500
6468,2014-06-02,3,2290,3475,2.0,0,0,3,0,2006,0,98029,47.5551,-122.001,653000
6469,2014-06-04,4,3370,12447,2.0,0,0,3,0,1991,0,98077,47.7309,-122.058,760000
6470,2014-11-25,4,2090,5050,1.0,0,0,4,1000,1916,0,98117,47.6802,-122.358,775000
6471,2014-10-21,4,2130,34689,1.5,1,4,3,0,1955,0,98136,47.5489,-122.398,1340000
6472,2015-02-24,5,2060,10911,1.0,0,0,4,700,1954,0,98177,47.7767,-122.365,417500
6473,2014-07-11,3,1560,9350,1.0,0,0,4,340,1969,0,98052,47.6729,-122.148,525000
6474,2015-04-14,2,730,2400,1.0,0,1,3,0,1934,0,98198,47.35,-122.322,217000
6475,2014-07-09,4,2910,6308,1.0,0,0,3,1270,1985,0,98011,47.7352,-122.201,525000
6476,2015-03-24,4,2490,8700,1.0,0,0,3,600,1976,0,98155,47.7397,-122.324,442500
6477,2014-07-09,4,1710,10440,1.0,0,0,4,0,1955,0,98006,47.5756,-122.158,525000
6478,2015-02-25,4,1520,10630,1.0,0,0,4,0,1967,0,98034,47.7347,-122.193,425500
6479,2014-08-15,3,2930,218235,2.0,0,2,3,0,1990,0,98024,47.5481,-121.886,710000
6480,2014-11-14,4,3160,10948,1.0,0,3,3,1230,1991,0,98070,47.3733,-122.422,545000
6481,2015-02-12,5,2910,16410,1.5,0,0,4,0,1967,0,98058,47.44,-122.145,410000
6482,2015-04-22,3,1700,8100,1.0,0,0,3,500,1980,0,98038,47.3601,-122.046,245000
6483,2014-07-11,2,810,6697,1.0,0,0,4,0,1923,0,98002,47.3057,-122.216,194900
6484,2014-05-06,4,2000,5390,2.0,0,0,3,0,2003,0,98042,47.3732,-122.129,284000
6485,2014-08-19,2,1894,52769,1.5,0,0,4,374,1936,0,98001,47.3088,-122.273,280000
6486,2014-10-02,3,2080,87991,1.0,0,0,3,1040,1970,0,98014,47.6724,-121.865,280000
6487,2014-05-12,4,1730,5500,1.0,0,0,5,720,1943,0,98106,47.5304,-122.353,360000
6488,2014-09-05,2,720,4323,1.0,0,0,3,0,1942,0,98199,47.6604,-122.401,405000
6489,2015-04-14,4,3560,13981,2.0,0,0,3,0,2000,0,98075,47.6002,-121.98,865000
6490,2014-06-10,4,1210,11100,1.0,0,0,4,0,1955,0,98006,47.5747,-122.145,483300
6491,2015-03-18,4,2130,9268,2.0,0,0,4,0,1985,0,98092,47.262,-122.22,355000
6492,2015-04-30,3,1570,8767,1.0,0,0,3,390,1990,0,98038,47.3568,-122.038,274950
6493,2014-12-05,3,3950,6134,2.0,0,3,3,1070,1998,0,98199,47.6413,-122.405,1930000
6494,2014-12-31,3,3450,15586,2.0,0,0,3,760,1989,0,98166,47.4294,-122.343,755000
6495,2015-02-09,4,7220,223462,2.0,0,4,3,1000,2000,0,98053,47.7097,-122.013,1940000
6496,2014-06-16,3,1150,9600,1.0,0,0,3,0,1979,0,98045,47.4434,-121.774,309212
6497,2014-06-04,3,1500,7615,1.0,0,0,3,350,1984,0,98023,47.3146,-122.351,219950
6498,2014-07-23,3,1300,5150,1.5,0,0,4,0,1920,0,98117,47.6838,-122.362,690000
6499,2014-10-05,3,1290,4000,1.0,0,0,3,120,1943,0,98106,47.5309,-122.354,250800
6500,2015-03-25,3,2510,35255,1.0,0,2,3,0,1994,0,98038,47.4012,-122.025,557500
6501,2014-06-24,4,2320,3825,1.5,0,0,5,500,1926,0,98105,47.6659,-122.327,941000
6502,2015-04-21,6,5480,19401,1.5,1,4,5,1570,1936,0,98105,47.6515,-122.277,3650000
6503,2015-04-22,4,2030,8600,1.0,0,0,4,800,1977,0,98042,47.3942,-122.16,305000
6504,2014-07-29,4,2060,16110,1.0,0,0,4,0,1949,0,98004,47.5983,-122.202,815000
6505,2014-05-12,3,2920,34527,1.0,0,4,4,1120,1954,1983,98116,47.5799,-122.4,1020000
6506,2014-09-08,4,3330,6990,1.5,0,3,5,1000,1928,0,98144,47.5886,-122.287,1240000
6507,2014-12-26,3,2110,8164,2.0,0,0,3,0,1990,0,98056,47.5269,-122.171,535000
6508,2014-07-21,3,1175,10454,1.0,0,0,4,0,1949,0,98004,47.6388,-122.218,775000
6509,2014-07-18,3,1590,8670,1.0,0,0,3,0,1994,0,98042,47.3725,-122.073,255000
6510,2014-08-11,2,1070,9750,1.0,0,0,3,0,1947,0,98155,47.7532,-122.318,327000
6511,2014-11-20,4,2720,8819,2.0,0,3,3,480,1976,0,98003,47.338,-122.333,560000
6512,2015-01-30,4,2980,6349,2.0,0,3,3,0,1998,0,98033,47.6819,-122.208,1340000
6513,2014-12-04,3,1160,5200,1.0,0,0,4,0,1977,0,98042,47.3643,-122.09,199500
6514,2014-12-23,4,3580,97574,2.0,0,0,3,0,2004,0,98038,47.3901,-122.071,760000
6515,2015-03-30,3,3020,6000,3.0,0,2,3,1040,1994,0,98108,47.5249,-122.319,439000
6516,2014-09-30,4,2380,5250,1.0,0,0,4,970,1961,0,98008,47.6164,-122.115,527000
6517,2014-07-16,3,2270,13590,1.5,0,0,4,970,1948,0,98022,47.2099,-122.001,199950
6518,2015-02-04,3,1660,8188,2.0,0,0,4,0,1988,0,98042,47.3766,-122.115,254000
6519,2015-03-23,2,830,5000,1.0,0,0,4,0,1921,0,98103,47.6914,-122.352,393000
6520,2014-11-21,5,2480,12614,1.0,0,0,4,620,1979,0,98011,47.7393,-122.2,585000
6521,2014-07-16,2,1900,7740,1.0,0,0,4,750,1923,0,98126,47.5227,-122.372,450000
6522,2014-06-25,2,1670,4008,1.0,0,0,3,0,2005,0,98029,47.5539,-122.001,565000
6523,2014-05-22,5,2000,7900,1.0,0,0,4,700,1986,0,98188,47.4291,-122.292,330000
6524,2015-05-11,3,2320,65340,1.5,0,0,3,0,1992,0,98074,47.6106,-122.055,870000
6525,2014-07-23,4,1860,8117,1.0,0,0,4,400,1966,0,98008,47.6228,-122.104,585000
6526,2014-11-06,3,2110,208737,2.0,0,3,3,0,1977,0,98092,47.2674,-122.072,500000
6527,2014-05-15,3,1400,7384,1.0,0,0,3,250,1979,0,98058,47.4655,-122.174,225000
6528,2015-03-25,3,1400,7384,1.0,0,0,3,250,1979,0,98058,47.4655,-122.174,295000
6529,2014-06-26,3,2850,14800,1.0,0,0,4,930,1976,0,98006,47.559,-122.146,775000
6530,2014-07-17,3,1370,11050,1.0,0,0,3,0,1981,0,98045,47.4485,-121.776,280000
6531,2014-09-08,3,2170,3200,1.5,0,0,5,890,1923,0,98103,47.6543,-122.347,539000
6532,2015-03-24,3,2570,14033,1.0,0,2,4,0,1953,0,98166,47.4335,-122.338,567500
6533,2015-02-05,4,1970,7902,1.0,0,0,3,660,1960,0,98125,47.7249,-122.298,442500
6534,2015-05-07,5,2980,4635,3.0,0,0,3,0,1997,0,98118,47.5508,-122.268,598200
6535,2014-10-14,4,2300,10843,2.0,0,0,5,0,1955,0,98033,47.6988,-122.202,610000
6536,2014-11-21,3,1990,4936,2.0,0,0,3,0,2004,0,98075,47.5911,-122.018,544900
6537,2014-12-16,4,2390,38258,2.0,0,0,3,0,2001,0,98072,47.7433,-122.094,557500
6538,2014-08-11,3,2160,7500,1.0,0,1,3,730,1979,0,98074,47.6188,-122.064,532500
6539,2014-06-09,4,3300,15907,2.0,0,0,5,0,1985,0,98040,47.5413,-122.216,1350000
6540,2015-04-30,3,1840,2825,1.0,0,0,3,800,1920,0,98112,47.6428,-122.302,750000
6541,2014-11-19,3,2030,10958,2.0,0,0,3,0,1983,0,98052,47.7251,-122.11,530000
6542,2014-07-17,3,1400,2036,2.0,0,0,3,0,2003,0,98136,47.5516,-122.382,346100
6543,2014-08-10,4,2320,16800,2.0,0,0,4,0,1977,0,98092,47.2959,-122.166,260000
6544,2014-08-29,3,1410,9150,1.0,0,0,5,0,1959,0,98006,47.5683,-122.178,365000
6545,2014-09-08,3,1860,42800,1.0,0,0,4,930,1983,0,98075,47.5898,-122.004,615000
6546,2014-07-24,4,1820,6916,2.0,0,0,3,0,1994,0,98038,47.3862,-122.029,318400
6547,2015-03-03,4,1910,7172,2.0,0,0,3,0,1993,0,98155,47.7615,-122.309,498500
6548,2015-04-08,3,1540,7490,1.0,0,0,5,0,1971,0,98034,47.7222,-122.177,450000
6549,2015-03-27,3,1430,7905,1.0,0,0,4,0,1988,0,98092,47.2757,-122.145,200000
6550,2014-09-09,3,1010,8906,1.0,0,0,5,0,1968,0,98042,47.3627,-122.108,234000
6551,2014-08-04,2,940,8384,1.0,0,0,3,0,1947,0,98146,47.5065,-122.364,121800
6552,2014-06-26,3,2600,5875,1.5,0,2,5,1000,1929,0,98116,47.5773,-122.406,805000
6553,2014-07-08,4,2060,7283,1.0,0,0,3,840,1963,2013,98155,47.7435,-122.317,410000
6554,2015-02-18,3,1920,4534,2.0,0,0,3,0,1986,0,98034,47.7144,-122.204,475000
6555,2014-10-30,4,2900,21074,2.0,0,0,3,0,1986,0,98199,47.6696,-122.416,1340000
6556,2014-09-18,1,1020,7920,1.0,0,0,3,0,1947,1983,98106,47.5385,-122.355,269000
6557,2014-07-24,4,2150,9520,2.0,0,0,4,0,1979,0,98052,47.6885,-122.113,573000
6558,2015-03-27,3,1660,2890,2.0,0,0,3,0,2001,0,98108,47.5434,-122.293,330000
6559,2014-06-26,4,1230,7410,1.5,0,0,3,0,1944,0,98166,47.4798,-122.344,252750
6560,2015-04-06,2,2170,7546,1.0,0,0,3,0,2007,0,98053,47.7242,-122.032,745000
6561,2015-03-04,3,1280,7633,1.0,0,0,3,0,1991,0,98038,47.3883,-122.05,280000
6562,2015-04-30,4,2240,6920,1.0,0,0,5,860,1974,0,98146,47.5011,-122.375,535000
6563,2015-03-12,4,1780,5100,1.0,0,0,3,460,1953,0,98115,47.6944,-122.288,580000
6564,2014-12-12,3,1840,7200,1.0,0,0,4,620,1968,0,98055,47.456,-122.209,301000
6565,2014-06-24,4,1740,7700,1.0,0,0,5,0,1968,0,98008,47.6259,-122.111,600000
6566,2014-08-11,5,3040,6604,2.0,0,0,3,0,2005,0,98106,47.548,-122.356,538900
6567,2015-02-09,3,2370,4375,2.0,0,0,3,0,2006,0,98038,47.354,-121.999,366000
6568,2014-08-19,4,2100,6783,2.0,0,0,3,0,2003,0,98042,47.3504,-122.141,303000
6569,2014-05-22,3,1470,1578,2.0,0,0,3,380,2007,0,98136,47.5388,-122.387,432000
6570,2015-04-09,2,1300,6120,1.0,0,0,3,480,1945,0,98146,47.5088,-122.338,300000
6571,2014-10-20,3,3420,7826,2.0,0,0,4,990,1939,0,98144,47.5873,-122.29,908800
6572,2014-06-25,3,1190,4750,1.0,0,0,3,220,1940,0,98107,47.6726,-122.386,500000
6573,2014-06-26,5,2080,16117,1.0,0,0,5,340,1959,0,98001,47.3424,-122.289,254000
6574,2014-09-17,5,2180,4268,1.5,0,0,4,840,1924,0,98117,47.6848,-122.389,470000
6575,2015-03-17,3,1460,7860,1.0,0,0,5,0,1967,0,98008,47.6233,-122.108,480000
6576,2015-01-30,3,1530,8503,1.0,0,0,4,380,1983,0,98033,47.6872,-122.185,536000
6577,2015-04-30,4,4740,8611,2.0,0,3,3,1100,2006,0,98027,47.5375,-122.07,1350000
6578,2014-05-15,3,1980,40887,1.0,0,0,4,0,1980,0,98052,47.6478,-122.029,550000
6579,2014-12-02,3,1710,6400,1.0,0,0,4,470,1976,0,98023,47.3036,-122.377,260000
6580,2015-04-24,2,1160,982,2.0,0,0,3,270,2006,0,98155,47.7675,-122.315,284900
6581,2014-10-29,3,2200,3000,2.0,0,0,3,670,2002,0,98109,47.6451,-122.35,740000
6582,2014-10-02,2,1170,5000,1.0,0,0,4,140,1920,0,98136,47.5449,-122.388,425000
6583,2014-09-02,3,1120,7500,1.0,0,0,3,0,1965,0,98146,47.5112,-122.359,230000
6584,2015-04-13,3,1710,4000,2.0,0,0,3,0,1926,0,98116,47.5714,-122.385,675000
6585,2014-07-29,3,1650,7807,1.0,0,0,3,0,1986,0,98030,47.3514,-122.167,267500
6586,2014-08-25,4,2840,8820,1.0,0,2,5,1420,1952,0,98118,47.5542,-122.265,814000
6587,2015-04-27,4,3310,217800,1.5,0,0,3,0,1989,0,98053,47.6616,-121.999,1250000
6588,2014-09-16,3,1860,7232,1.0,0,0,3,540,1985,0,98125,47.7165,-122.319,460000
6589,2015-01-20,3,2250,9608,2.0,0,0,3,0,1994,0,98045,47.4865,-121.802,445000
6590,2014-09-24,3,2890,7027,2.0,0,0,3,0,2004,0,98074,47.6111,-122.009,715000
6591,2015-02-19,3,2120,5992,1.0,0,0,3,1060,1947,0,98125,47.7083,-122.308,425000
6592,2014-07-15,4,2130,4750,2.0,0,0,3,0,2009,0,98058,47.4324,-122.184,370000
6593,2015-04-29,2,1170,8200,1.0,0,0,4,390,1937,0,98003,47.3263,-122.305,302000
6594,2014-06-23,4,2120,7420,1.0,0,0,4,1060,1956,0,98008,47.6019,-122.13,453000
6595,2014-05-20,3,1280,10716,1.0,0,0,4,0,1969,0,98059,47.4755,-122.145,290000
6596,2014-12-29,4,3170,47502,2.0,0,0,3,0,1988,0,98033,47.6495,-122.185,1040000
6597,2014-05-20,4,2260,41984,1.0,0,0,4,0,1967,0,98033,47.6622,-122.171,925000
6598,2014-05-29,3,2930,19876,1.0,0,0,3,900,1993,0,98072,47.7443,-122.17,600000
6599,2014-08-05,3,1060,5750,1.0,0,2,4,0,1981,0,98126,47.5512,-122.371,354000
6600,2014-06-17,4,1740,9344,1.0,0,0,3,560,1978,0,98023,47.3196,-122.399,204950
6601,2015-04-22,4,2990,5400,2.0,0,0,3,0,2005,0,98074,47.6122,-122.009,675000
6602,2015-04-22,4,3530,20012,2.0,0,0,3,0,1986,0,98052,47.7193,-122.127,995000
6603,2015-03-31,5,2960,10960,1.0,0,0,4,1460,1957,0,98005,47.6162,-122.174,800000
6604,2014-09-09,3,1650,3711,2.0,0,0,3,0,1996,0,98052,47.6863,-122.093,472500
6605,2014-12-02,4,2720,13500,1.0,0,0,3,1210,1969,0,98007,47.6191,-122.145,549950
6606,2014-10-13,3,1516,2897,1.0,0,0,3,518,1925,0,98103,47.6842,-122.341,575575
6607,2015-03-03,4,4386,12275,1.0,0,0,3,2030,2006,0,98092,47.3329,-122.2,545000
6608,2014-11-19,3,2580,7434,1.0,0,0,3,950,1963,0,98133,47.7446,-122.332,340000
6609,2015-03-31,3,960,5512,1.0,0,0,4,0,1963,0,98056,47.4944,-122.165,225000
6610,2014-10-28,2,1460,10506,1.0,0,0,3,0,1983,0,98031,47.4048,-122.178,299950
6611,2015-02-23,4,3840,4000,2.0,0,0,3,1200,2001,0,98105,47.6642,-122.291,829900
6612,2015-03-30,4,2090,4200,2.0,0,0,3,0,2007,0,98038,47.3659,-122.017,340000
6613,2014-10-08,4,2470,7800,1.0,0,0,3,1000,1975,0,98052,47.6913,-122.115,515000
6614,2014-07-11,4,2090,6906,2.0,0,0,4,0,1992,0,98029,47.5718,-121.996,601000
6615,2015-05-04,3,2070,8581,2.0,0,0,3,0,1994,0,98059,47.5101,-122.151,470000
6616,2014-07-08,3,1650,6400,1.0,0,0,4,670,1954,0,98106,47.52,-122.365,371500
6617,2014-11-19,3,1880,45738,1.0,0,0,4,470,1980,0,98072,47.7662,-122.114,550000
6618,2014-12-14,4,2060,7720,2.0,0,0,3,0,1995,0,98023,47.2956,-122.374,242550
6619,2014-05-06,3,1410,9647,1.0,0,0,3,0,1961,0,98177,47.7608,-122.361,367500
6620,2014-09-24,4,2770,8763,2.0,0,0,3,670,1996,0,98003,47.2625,-122.308,359000
6621,2015-03-11,3,1390,8245,1.0,0,0,2,0,1984,0,98001,47.2669,-122.254,204900
6622,2014-09-30,4,5440,239580,1.0,0,0,2,2720,1969,0,98001,47.354,-122.293,850000
6623,2014-10-21,3,1280,4452,2.0,0,0,3,0,1985,0,98002,47.3344,-122.216,187000
6624,2014-05-28,3,1720,28000,1.0,0,0,4,0,1958,0,98058,47.4375,-122.176,326000
6625,2015-02-25,3,1720,28000,1.0,0,0,4,0,1958,0,98058,47.4375,-122.176,340000
6626,2014-06-25,6,3040,28535,1.0,0,0,3,1150,1951,0,98030,47.3864,-122.223,330000
6627,2015-01-02,4,3780,7769,2.0,0,0,3,670,2001,0,98052,47.691,-122.129,782000
6628,2014-11-03,4,2670,5974,2.0,0,0,3,0,1999,0,98034,47.7122,-122.231,612000
6629,2014-10-31,3,1350,7216,1.0,0,0,3,0,1964,0,98177,47.7616,-122.365,400000
6630,2014-06-03,5,3490,9680,2.0,0,4,3,1030,1980,0,98177,47.7757,-122.391,941500
6631,2015-01-09,2,870,747,2.0,0,0,3,70,2004,0,98103,47.6967,-122.342,313000
6632,2015-04-09,4,2410,4250,1.5,0,0,5,950,1929,0,98117,47.6849,-122.376,735000
6633,2015-03-19,3,1640,10123,1.0,0,0,3,300,1977,0,98011,47.7698,-122.167,471000
6634,2015-02-24,3,1540,9800,1.0,0,0,4,0,1950,0,98155,47.7604,-122.329,350000
6635,2014-07-23,4,2370,9601,1.0,0,0,3,800,1976,0,98027,47.5327,-122.054,530000
6636,2014-05-07,4,1830,9548,2.0,0,0,3,0,1991,0,98028,47.7379,-122.224,415000
6637,2014-06-21,4,2330,8994,2.0,0,0,3,0,1986,0,98052,47.7264,-122.104,639500
6638,2014-06-11,4,2240,27820,1.5,0,0,4,0,1976,0,98075,47.5936,-122.054,580379
6639,2014-11-19,2,1700,2513,2.0,0,0,3,0,2009,0,98065,47.5163,-121.878,378000
6640,2015-01-15,3,1750,9298,1.0,0,0,4,340,1969,0,98058,47.4579,-122.164,265000
6641,2014-09-24,3,1100,9750,1.0,0,0,4,0,1967,0,98023,47.2955,-122.362,212000
6642,2015-01-23,4,2320,13068,2.0,0,2,3,0,1998,0,98198,47.3497,-122.317,400000
6643,2015-02-06,4,2540,6491,2.0,0,0,3,0,1997,0,98008,47.6363,-122.117,750000
6644,2014-05-05,5,3090,12750,1.0,0,0,3,1340,1968,0,98023,47.3408,-122.335,384900
6645,2014-08-06,2,770,5200,1.0,0,0,5,0,1969,0,98042,47.3627,-122.087,176000
6646,2014-09-09,3,2370,4632,2.0,0,0,3,0,2002,0,98038,47.3794,-122.022,350000
6647,2014-07-29,3,1200,7210,1.0,0,0,4,0,1977,0,98030,47.3729,-122.183,168000
6648,2014-11-14,4,2200,3060,1.0,0,0,3,1100,1908,2000,98118,47.565,-122.284,358000
6649,2015-04-28,3,2660,32757,1.0,0,0,4,0,1975,0,98077,47.7649,-122.098,580000
6650,2014-06-23,3,1600,10280,1.0,0,0,3,550,1977,0,98034,47.725,-122.174,442500
6651,2015-03-17,2,1330,1249,3.0,0,0,3,0,2004,0,98105,47.6668,-122.285,515000
6652,2014-11-17,5,3440,12900,1.0,0,2,4,1720,1958,0,98166,47.4426,-122.342,554000
6653,2014-06-10,3,2510,6320,2.0,0,0,3,0,1996,0,98075,47.5868,-122.033,659000
6654,2015-03-17,4,2150,10098,1.0,0,0,3,1060,1963,0,98034,47.7166,-122.201,414999
6655,2014-05-02,3,1180,10277,1.0,0,0,3,0,1983,0,98045,47.488,-121.787,275000
6656,2014-11-19,2,680,8640,1.0,0,0,4,0,1951,0,98188,47.4559,-122.289,193000
6657,2014-08-20,4,2840,4750,2.0,0,0,3,0,2002,0,98058,47.4511,-122.121,525000
6658,2014-10-09,3,1820,7500,2.0,0,0,3,0,1985,0,98052,47.7155,-122.104,424000
6659,2015-01-08,2,1070,5150,1.0,0,0,4,200,1908,0,98117,47.6853,-122.366,455000
6660,2014-08-22,2,1250,5650,2.0,0,1,4,0,1943,0,98126,47.5495,-122.377,463000
6661,2015-05-04,4,2190,6300,1.0,0,3,3,950,1960,0,98033,47.6918,-122.216,1100000
6662,2014-12-08,3,3000,5413,2.0,0,0,4,1100,1963,0,98115,47.6962,-122.312,523000
6663,2014-08-08,4,2270,9830,1.0,0,0,4,0,1959,0,98005,47.5999,-122.176,615000
6664,2014-11-03,4,4500,11795,2.0,0,0,3,0,1991,0,98027,47.5533,-122.098,1520000
6665,2014-08-08,5,3400,5000,2.0,0,0,3,1080,1900,2013,98107,47.6655,-122.363,870000
6666,2014-08-17,3,2830,9680,2.0,0,0,3,0,1991,0,98074,47.6249,-122.024,710000
6667,2014-07-07,3,960,9563,1.0,0,0,5,0,1967,0,98023,47.2864,-122.357,215000
6668,2014-09-08,2,1530,6450,1.0,0,0,4,0,1920,0,98117,47.6833,-122.398,590000
6669,2014-08-14,5,2500,13034,1.0,0,0,3,1200,1962,0,98092,47.3343,-122.194,323000
6670,2014-07-22,4,1560,7569,1.5,0,0,4,0,1966,0,98058,47.4496,-122.155,279000
6671,2014-09-19,3,2070,7207,1.0,0,0,3,350,1973,0,98177,47.7735,-122.371,535100
6672,2014-10-27,5,2710,19800,1.0,0,0,5,800,1959,0,98005,47.5958,-122.175,830000
6673,2014-07-03,4,3150,4203,2.0,0,0,3,0,2002,0,98033,47.688,-122.164,815000
6674,2015-03-09,3,1880,10880,1.0,0,0,3,400,1975,0,98008,47.5937,-122.116,535900
6675,2015-03-09,3,1250,8800,1.0,0,0,3,0,1955,0,98146,47.497,-122.357,230000
6676,2015-02-17,4,2290,8142,1.0,0,0,4,800,1969,0,98055,47.4564,-122.211,325500
6677,2015-01-30,3,1990,4331,2.0,0,0,3,0,1997,0,98056,47.4917,-122.167,359000
6678,2014-05-09,3,2100,5824,2.0,0,2,3,0,1999,0,98065,47.5334,-121.867,505000
6679,2014-09-30,3,940,8400,1.0,0,0,5,0,1958,0,98056,47.5112,-122.167,253905
6680,2014-07-11,3,1640,4860,1.0,0,0,3,440,1965,0,98125,47.7125,-122.32,369950
6681,2015-01-21,3,1860,8378,2.0,0,0,3,0,1995,0,98038,47.3875,-122.032,350000
6682,2014-08-07,4,2100,2500,3.0,0,0,3,0,2001,0,98115,47.6726,-122.298,650000
6683,2014-08-25,3,1500,15246,1.0,0,0,3,0,1925,1998,98070,47.4367,-122.463,295000
6684,2015-05-07,3,1680,28046,1.0,0,3,3,500,1948,0,98177,47.7648,-122.37,620000
6685,2015-03-20,2,3900,920423,2.0,0,0,3,0,2009,0,98065,47.5371,-121.756,2000000
6686,2014-05-07,3,1400,7410,1.0,0,0,3,0,1944,0,98166,47.4798,-122.343,246000
6687,2014-09-16,3,2600,12860,1.0,0,0,3,1250,1965,0,98014,47.695,-121.918,430000
6688,2015-01-23,3,1440,4859,2.0,0,0,2,0,1921,0,98118,47.5503,-122.285,509990
6689,2014-12-09,4,1870,9500,1.0,0,0,4,780,1962,0,98033,47.7012,-122.187,490000
6690,2014-12-02,4,2960,10454,1.0,0,1,3,600,1979,0,98198,47.4006,-122.322,385000
6691,2015-04-29,4,2440,6733,2.0,0,0,3,0,1999,0,98074,47.6374,-122.064,769000
6692,2015-02-12,2,1122,9100,1.0,0,0,4,0,1960,0,98023,47.328,-122.341,185000
6693,2014-05-09,3,1060,10464,1.0,0,0,4,0,1973,0,98034,47.7313,-122.229,303500
6694,2015-02-11,4,2150,8165,1.0,0,0,3,720,1957,0,98177,47.773,-122.371,468000
6695,2014-07-21,4,3100,10000,2.0,0,0,3,0,1978,0,98042,47.3741,-122.15,449950
6696,2014-06-16,2,880,1805,2.0,0,0,3,0,1999,0,98133,47.7064,-122.342,235000
6697,2014-12-02,4,2490,34947,2.0,0,0,3,340,1985,0,98027,47.4823,-122.031,520000
6698,2014-11-06,2,1080,9067,1.0,0,0,3,0,1951,0,98168,47.4815,-122.331,203000
6699,2014-08-26,5,2530,10190,1.0,0,0,4,1240,1960,0,98008,47.616,-122.115,657000
6700,2014-07-09,3,1200,7800,1.0,0,0,4,0,1954,0,98126,47.5196,-122.371,275000
6701,2014-10-24,4,2850,7453,2.0,0,0,3,0,1991,0,98072,47.7439,-122.174,540000
6702,2014-06-24,4,2950,4502,2.0,0,0,3,0,2005,0,98059,47.5002,-122.151,455000
6703,2014-10-16,2,1160,6828,1.0,0,0,3,300,1941,0,98115,47.6937,-122.298,458500
6704,2015-04-24,4,3420,4751,2.0,0,0,3,0,2003,0,98055,47.4734,-122.193,549900
6705,2014-05-02,3,2240,10578,2.0,0,0,5,690,1923,0,98115,47.6954,-122.292,750000
6706,2014-06-23,4,1450,8891,1.5,0,0,3,270,1962,0,98168,47.478,-122.278,235000
6707,2014-09-11,4,1820,7930,2.0,0,0,5,0,1989,0,98038,47.359,-122.05,286000
6708,2015-03-18,4,4700,13730,2.0,0,3,3,1200,1958,1995,98033,47.6899,-122.217,2650000
6709,2015-02-10,4,2430,14000,1.0,0,0,4,850,1963,0,98052,47.6554,-122.134,602000
6710,2014-08-20,3,1960,4080,1.5,0,0,3,0,1915,0,98115,47.6768,-122.31,640000
6711,2014-10-09,3,1440,10920,1.0,0,0,4,0,1977,0,98030,47.3812,-122.168,267000
6712,2015-04-21,4,2730,4385,2.0,0,0,3,0,2001,0,98075,47.5975,-122.038,712000
6713,2014-10-10,2,910,9000,1.0,0,0,3,0,1923,0,98065,47.526,-121.81,244500
6714,2015-05-12,2,910,9000,1.0,0,0,3,0,1923,0,98065,47.526,-121.81,301000
6715,2014-08-18,4,2430,6325,2.0,0,0,4,410,1919,0,98109,47.6413,-122.354,990000
6716,2015-04-22,4,3350,6500,2.0,0,0,3,0,1999,0,98075,47.5838,-122.027,739999
6717,2014-06-10,4,2320,4322,1.0,0,0,3,1180,1910,0,98144,47.5755,-122.289,480000
6718,2014-07-29,3,1260,1622,3.0,0,0,3,0,2009,0,98133,47.7325,-122.343,305000
