,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,price
4204,2014-09-26,3,1340,1480,3.0,0,0,3,8,0,1997,0,98117,369000
4205,2014-12-30,4,3220,5262,2.0,0,0,3,9,0,2003,0,98033,825000
4206,2014-12-01,3,930,11475,1.0,0,0,3,7,0,1978,0,98045,255000
4207,2014-05-28,4,3240,10800,1.0,0,0,3,10,980,1946,0,98105,1290000
4208,2014-08-08,5,2630,8470,1.5,0,0,4,8,0,1968,0,98002,270000
4209,2014-09-24,3,1730,4924,2.0,0,0,3,8,0,1996,0,98029,480680
4210,2015-03-03,4,2120,7725,1.0,0,0,3,8,900,1965,0,98007,525000
4211,2014-06-23,3,880,9238,1.5,0,0,5,6,0,1946,0,98155,291500
4212,2014-12-30,4,1800,13551,1.0,0,0,4,7,0,1974,0,98059,305000
4213,2015-05-07,3,1600,7500,1.0,0,0,3,7,0,1998,0,98002,285000
4214,2014-09-16,3,3280,29111,2.0,1,3,3,11,0,1925,0,98199,1880000
4215,2015-01-08,5,3290,8000,1.0,0,0,3,7,1500,1968,0,98030,329500
4216,2014-07-08,4,2890,18226,3.0,1,4,3,10,0,1984,0,98056,1570000
4217,2014-08-11,3,1730,7202,1.0,0,0,3,7,400,1991,0,98198,379260
4218,2014-07-09,3,1590,3411,2.0,0,0,3,7,0,2000,0,98065,356000
4219,2014-12-01,4,1710,8947,1.0,0,0,4,7,0,1956,0,98007,571900
4220,2014-08-21,3,1995,18360,2.0,0,0,3,7,0,1957,0,98198,271500
4221,2015-03-16,3,1300,10030,1.0,0,0,4,7,0,1967,0,98034,390000
4222,2015-05-12,3,2720,62310,1.0,0,0,3,8,680,1985,0,98038,550000
4223,2015-01-05,2,1360,2070,2.0,0,0,3,8,0,1999,0,98102,755000
4224,2014-11-18,2,1590,1485,2.0,0,0,3,8,290,1994,0,98199,509500
4225,2015-03-25,2,1200,6278,1.0,0,0,3,7,120,1942,0,98103,486700
4226,2014-07-28,2,1170,3000,1.5,0,0,3,7,0,1910,0,98103,527500
4227,2014-08-15,5,2010,3600,1.5,0,0,3,6,500,1912,0,98119,475000
4228,2014-08-27,3,1880,1793,2.0,0,0,3,7,70,2001,0,98108,268000
4229,2015-04-16,3,3250,50529,2.0,0,0,4,8,0,1978,0,98075,562000
4230,2014-07-22,4,2270,13449,1.0,0,0,4,9,960,1975,0,98040,780000
4231,2015-01-06,9,3680,4400,2.0,0,0,3,7,850,1908,0,98102,700000
4232,2014-09-02,3,1880,3000,1.0,0,0,4,8,840,1931,0,98109,710000
4233,2014-06-12,3,1050,5664,1.0,0,0,4,7,140,1947,0,98115,445000
4234,2014-09-15,3,2250,60548,1.0,0,0,3,9,0,2005,0,98038,729000
4235,2014-06-18,3,1689,1388,3.0,0,0,3,8,0,2008,0,98125,384400
4236,2015-03-27,6,2860,17853,1.0,0,0,3,8,1430,1962,2015,98006,815000
4237,2014-10-29,4,2710,4069,3.0,0,0,4,10,0,1990,0,98122,865000
4238,2014-08-28,3,1770,7200,1.0,0,0,4,7,0,1967,0,98033,514000
4239,2014-05-20,4,2820,13193,1.0,0,0,3,8,960,1965,0,98006,615000
4240,2014-10-16,4,3400,99170,1.0,0,0,4,8,1400,1980,0,98072,865000
4241,2014-10-13,4,3110,6930,2.0,0,0,3,9,0,2004,0,98052,755000
4242,2015-04-27,4,1480,8321,1.0,0,0,3,7,400,1953,0,98155,425000
4243,2014-06-18,2,940,9839,1.0,0,0,3,6,0,1910,0,98136,375000
4244,2015-04-24,4,2680,4548,2.0,0,0,3,8,0,2009,0,98052,750000
4245,2014-09-26,4,3190,5408,2.0,0,0,3,9,0,2005,0,98075,722000
4246,2015-03-31,3,1920,4480,2.0,0,1,3,9,0,1949,1997,98119,1010000
4247,2014-06-25,3,2610,7510,2.0,0,0,3,9,0,1996,0,98052,725000
4248,2014-09-30,3,1040,42180,1.0,0,0,2,6,0,1947,0,98055,170000
4249,2015-05-01,4,2880,35315,1.0,0,0,3,11,610,1982,0,98005,845000
4250,2015-01-15,3,1450,8771,2.0,0,0,4,7,0,1991,0,98022,271900
4251,2014-06-05,6,3902,3880,3.0,0,4,4,9,1120,1977,0,98116,1300000
4252,2014-12-22,4,2460,7800,1.0,0,0,3,8,960,1977,0,98023,261500
4253,2014-05-16,3,2170,5000,2.0,0,0,3,9,0,2003,0,98029,619500
4254,2014-06-10,5,1970,15247,1.0,0,0,3,7,520,1986,0,98024,435000
4255,2014-10-03,3,1000,5454,1.0,0,0,3,7,0,1954,0,98133,210000
4256,2014-11-26,3,1580,4010,1.0,0,0,4,7,790,1909,0,98117,489950
4257,2014-05-08,4,2130,8800,1.0,0,0,3,7,1030,1962,0,98032,260000
4258,2014-06-28,4,1370,8499,1.0,0,0,3,7,0,1949,0,98155,300000
4259,2015-04-22,4,2150,14161,1.0,0,2,3,8,820,1966,0,98003,530000
4260,2014-12-16,3,1370,14030,1.0,0,0,4,8,0,1977,0,98092,235000
4261,2015-01-05,3,1370,4000,2.0,0,0,4,8,0,1918,0,98105,593500
4262,2014-07-23,3,3290,80471,2.0,0,2,4,8,960,1975,0,98070,562000
4263,2015-04-27,3,3190,207346,2.0,0,0,3,9,0,1994,0,98022,585000
4264,2014-05-30,4,4140,20734,1.0,0,1,3,10,840,1977,2005,98004,2400000
4265,2015-02-24,3,1690,8901,1.0,0,0,3,7,0,1986,0,98030,199500
4266,2014-09-02,5,1690,3240,1.5,0,0,3,7,0,1914,0,98115,544500
4267,2015-02-18,3,1430,13370,1.0,0,0,3,7,0,1962,0,98034,394900
4268,2014-07-31,4,1980,4095,2.0,0,0,3,9,0,2009,0,98103,912000
4269,2014-07-10,3,1490,8102,2.0,0,0,4,7,0,1990,0,98042,260000
4270,2015-02-19,5,3620,12778,1.0,0,2,5,8,1720,1964,0,98006,858000
4271,2014-12-09,4,2720,16454,1.0,0,1,5,9,850,1963,0,98040,1280000
4272,2015-05-13,4,1490,8544,1.0,0,0,4,7,0,1970,0,98031,242150
4273,2014-10-30,3,1230,7200,1.0,0,0,3,7,0,1986,0,98023,220000
4274,2015-04-30,3,1900,7980,1.0,0,0,4,7,560,1977,0,98023,235000
4275,2014-10-21,3,1530,10300,1.0,0,0,4,7,0,1978,0,98133,370000
4276,2014-10-03,3,2290,44866,1.0,0,0,3,8,900,1981,0,98077,450000
4277,2014-07-11,5,2240,6337,1.0,0,0,3,8,960,1956,0,98125,534950
4278,2015-03-15,4,3470,14271,2.0,0,0,3,9,0,2005,0,98065,730000
4279,2014-09-25,4,3050,32450,1.0,0,0,4,8,1500,1983,0,98030,465000
4280,2014-08-01,3,1100,5734,1.0,0,0,4,7,0,1955,0,98030,178000
4281,2015-02-09,3,1610,7140,1.0,0,0,3,7,530,1976,0,98031,215000
4282,2015-03-12,3,1910,15508,1.0,0,0,3,8,700,1984,0,98023,300000
4283,2014-05-15,3,1510,7066,1.0,0,2,3,7,280,1973,0,98125,430000
4284,2014-07-31,3,1280,4366,2.0,0,0,4,6,0,1985,0,98002,183000
4285,2014-06-12,3,1910,1501,2.5,0,0,3,8,380,2007,0,98199,585000
4286,2014-07-16,3,1170,3330,2.0,0,0,4,6,0,1969,0,98092,192950
4287,2014-09-26,2,1550,7713,1.0,0,0,3,7,0,1930,1979,98117,599000
4288,2014-07-08,3,1060,7920,1.0,0,0,4,7,0,1968,0,98106,326500
4289,2014-07-18,2,1040,5765,1.0,0,0,3,7,0,1944,0,98133,358803
4290,2014-05-28,3,1550,12920,2.0,0,0,5,7,0,1999,0,98033,537000
4291,2014-10-23,3,2490,24691,1.0,1,4,4,9,910,1961,0,98146,1160000
4292,2015-01-29,2,920,5889,1.0,0,0,4,6,0,1950,0,98002,156000
4293,2015-03-25,3,1250,8276,1.5,0,0,5,6,0,1939,0,98022,219000
4294,2015-05-01,3,2540,2700,2.0,0,0,4,8,910,1922,0,98119,1190000
4295,2015-04-27,5,2190,16788,1.0,0,2,3,8,810,1978,0,98030,248000
4296,2015-02-09,3,1340,196020,1.0,0,0,4,7,0,1987,0,98010,340000
4297,2015-04-22,5,2410,15300,1.0,0,0,4,8,1010,1975,0,98040,899100
4298,2014-07-28,3,1830,10954,1.0,0,0,3,7,0,1963,0,98155,346950
4299,2014-09-17,3,1850,5775,2.0,0,0,3,6,110,1928,0,98108,330000
4300,2014-07-31,3,1410,8250,1.0,0,0,3,7,0,1954,0,98177,325000
4301,2014-10-27,3,1460,7884,1.0,0,0,3,8,0,1975,0,98058,315000
4302,2014-06-23,3,1500,1375,2.0,0,0,3,9,300,2014,0,98119,649950
4303,2014-08-25,3,1130,7200,1.5,0,0,4,6,0,1942,0,98133,316000
4304,2014-06-17,2,1620,3196,2.0,0,0,3,8,0,2008,0,98065,386000
4305,2015-04-08,2,2330,7280,1.0,0,0,3,7,880,1982,0,98188,535000
4306,2015-03-25,3,1520,1800,3.0,0,0,3,7,0,2003,0,98115,600000
4307,2014-11-18,4,2840,8746,2.0,0,0,3,8,0,2001,0,98022,339000
4308,2014-09-26,3,1520,7456,1.0,0,0,3,7,0,1949,0,98166,167000
4309,2014-12-15,3,1740,4800,1.0,0,0,3,8,0,1952,0,98118,430000
4310,2014-08-21,4,4000,9309,2.0,0,0,3,9,0,2007,0,98065,688000
4311,2014-09-08,3,2780,6000,1.0,0,3,4,9,1110,1948,0,98199,834500
4312,2014-06-28,4,3500,8750,1.0,0,4,5,9,1360,1951,0,98177,1080000
4313,2014-12-01,3,1060,52272,1.0,0,0,3,7,0,1960,0,98030,250000
4314,2015-04-10,3,1290,4000,1.5,0,0,3,7,0,1926,0,98118,402500
4315,2014-12-16,3,2390,6435,1.0,0,0,3,8,790,1978,0,98034,432500
4316,2014-08-14,5,2460,14100,1.0,0,0,3,7,1080,1972,0,98028,485000
4317,2014-08-20,4,2930,22000,1.0,0,3,4,9,1350,1978,0,98023,560000
4318,2014-10-21,4,2200,8292,2.0,0,0,3,7,0,1990,0,98155,410000
4319,2014-05-15,3,1870,7344,1.0,0,0,3,8,400,1980,0,98034,455000
4320,2014-12-29,4,2060,8968,1.0,0,0,4,7,870,1975,0,98155,459500
4321,2014-12-12,4,1610,11305,1.0,0,0,3,7,0,1968,0,98034,371000
4322,2015-02-20,3,2120,3400,2.0,0,0,3,7,0,2002,0,98092,289500
4323,2014-10-21,3,1450,1263,2.0,0,0,3,8,290,2007,0,98199,395000
4324,2014-06-14,2,1980,5000,1.0,0,0,4,7,890,1923,0,98144,496752
4325,2014-10-01,2,860,6800,1.0,0,0,3,6,0,1943,0,98133,227000
4326,2014-08-04,3,1460,9261,1.0,0,0,3,7,0,1985,0,98056,330000
4327,2015-01-23,5,2590,8610,1.0,0,0,4,7,1250,1958,0,98008,480000
4328,2014-08-06,2,1120,217800,1.0,0,0,3,6,0,1976,0,98019,290000
4329,2014-11-12,3,1340,21336,1.5,0,0,4,5,0,1945,0,98032,281000
4330,2015-04-07,4,1780,3120,1.5,0,3,3,8,0,1926,0,98118,705000
4331,2014-05-02,4,2920,4000,1.5,0,0,5,8,1010,1909,0,98105,1400000
4332,2014-12-12,4,2820,6611,1.0,0,0,3,7,1410,1958,0,98155,485000
4333,2015-03-09,3,1550,1919,3.0,0,0,3,8,0,2003,0,98107,622000
4334,2014-09-02,3,1600,39848,1.0,0,3,4,8,0,1958,0,98022,380000
4335,2014-11-26,4,3190,19513,2.0,0,4,4,10,0,1982,0,98034,2130000
4336,2014-06-27,3,1960,6380,1.0,0,0,4,7,980,1939,0,98115,561500
4337,2014-09-16,3,970,9600,1.0,0,0,3,7,0,1972,0,98045,242000
4338,2014-06-24,3,1360,10726,1.0,0,0,4,7,0,1966,0,98059,348500
4339,2015-03-26,3,1360,10726,1.0,0,0,4,7,0,1966,0,98059,370000
4340,2015-04-14,6,3810,6663,2.0,0,0,4,8,0,1977,0,98103,752000
4341,2014-10-31,3,1340,8250,1.0,0,0,3,7,240,1985,0,98042,230000
4342,2015-03-18,3,1990,4977,3.0,0,0,3,9,0,2012,0,98118,715000
4343,2015-04-17,3,1120,10187,1.0,0,0,3,7,0,1968,0,98198,240415
4344,2014-11-25,4,2060,4080,1.5,0,0,3,7,600,1922,1996,98105,562000
4345,2014-08-05,3,1170,4080,1.0,0,0,5,6,0,1917,0,98126,360000
4346,2014-10-29,3,1610,1246,2.0,0,1,3,9,530,2014,0,98119,659950
4347,2014-06-23,3,1890,1599,2.0,0,0,3,9,460,2012,0,98136,458500
4348,2015-03-05,2,1070,649,2.0,0,0,3,9,350,2008,0,98106,259950
4349,2014-09-18,3,1680,6108,1.0,0,0,3,8,0,1989,0,98055,366000
4350,2015-04-28,4,2890,7821,2.0,0,0,3,9,0,2014,0,98006,978000
4351,2015-04-21,2,1360,6120,1.0,0,0,3,7,300,1947,0,98115,525000
4352,2014-05-22,3,1660,4800,2.0,0,0,3,8,0,1907,0,98119,926300
4353,2015-04-23,2,1620,6120,1.0,0,0,3,7,0,1951,0,98115,750000
4354,2014-12-04,2,960,6263,1.0,0,1,4,6,0,1942,0,98033,660000
4355,2014-08-13,4,1000,7200,1.5,0,0,4,6,0,1947,0,98155,305000
4356,2015-04-26,2,2395,6143,1.0,0,0,3,8,0,2003,0,98053,800000
4357,2015-04-27,4,3050,9440,1.0,0,0,3,8,1250,1966,0,98034,600000
4358,2014-08-27,2,1120,88327,1.5,0,0,4,6,0,1972,0,98010,435000
4359,2015-03-10,4,2960,4296,2.0,0,0,3,9,770,2007,0,98119,1140000
4360,2014-10-10,3,1250,1017,3.0,0,0,3,8,0,2008,0,98133,318000
4361,2014-10-06,4,1940,5000,1.0,0,0,4,7,960,1910,0,98107,639000
4362,2015-03-16,3,1750,3900,2.0,0,0,3,8,0,1977,0,98052,453000
4363,2014-11-17,4,2150,9148,1.0,0,0,4,7,0,1955,0,98004,800000
4364,2014-06-04,2,1500,6800,1.0,0,0,4,7,590,1942,0,98117,437000
4365,2014-11-21,3,3230,75889,2.0,1,4,3,7,0,1925,1993,98023,1150000
4366,2014-09-26,4,3000,8645,2.0,0,0,3,8,0,1985,0,98034,490000
4367,2014-07-10,4,1520,7700,1.0,0,0,4,7,0,1967,0,98034,499950
4368,2014-12-26,3,1190,10116,1.0,0,0,3,7,0,1968,0,98042,160134
4369,2014-12-15,3,990,8255,1.0,0,0,3,7,0,1953,0,98148,191000
4370,2015-01-15,3,1250,7280,1.0,0,0,3,7,0,1965,0,98001,221000
4371,2014-10-28,4,2080,6360,1.0,0,0,3,7,750,1960,0,98118,352800
4372,2015-05-11,3,1640,10424,2.0,0,0,3,7,0,1988,0,98019,350000
4373,2014-06-17,4,1550,3000,1.5,0,0,3,7,200,1918,0,98105,458000
4374,2014-05-19,3,1290,189486,1.0,0,0,4,7,0,1960,0,98092,359950
4375,2015-04-07,3,3250,5093,2.0,0,3,3,10,0,2004,0,98146,1050000
4376,2014-07-24,3,1260,11775,1.0,0,0,5,6,0,1942,0,98108,353000
4377,2014-08-01,3,2840,4468,3.0,0,0,3,10,0,2006,0,98052,717550
4378,2014-08-07,3,1960,6500,2.0,0,0,4,8,0,1977,0,98052,450000
4379,2014-09-24,3,760,3090,1.0,0,0,2,5,0,1903,0,98118,167500
4380,2014-06-17,3,2240,78225,2.0,0,0,5,8,0,1976,0,98070,550000
4381,2015-04-21,4,2240,9684,2.0,0,0,4,9,0,1970,0,98040,939000
4382,2015-04-29,3,1820,15570,1.0,0,2,3,8,0,1948,0,98146,700000
4383,2014-05-19,4,3370,435600,2.0,0,3,3,9,0,2005,0,98045,480000
4384,2014-08-29,3,1160,4360,1.0,0,0,4,8,0,1929,0,98105,501000
4385,2015-02-04,3,1640,8625,1.0,0,0,3,8,320,1987,0,98052,580000
4386,2014-05-23,1,820,59677,1.0,0,0,3,5,0,1999,0,98065,527550
4387,2014-11-24,4,2800,4687,2.0,0,0,3,9,0,2005,0,98038,399000
4388,2015-04-15,3,1780,5000,1.5,0,0,3,6,700,1957,0,98146,240000
4389,2015-03-11,4,2200,268329,1.0,0,0,3,7,790,1989,0,98092,353000
4390,2014-05-28,4,1480,3132,1.0,0,0,5,6,740,1910,0,98108,335000
4391,2015-03-17,3,2010,2554,2.0,0,0,3,7,150,2001,0,98118,475000
4392,2014-08-26,3,2880,5100,1.5,0,0,4,7,800,1926,0,98117,660000
4393,2014-07-24,3,940,1948,1.0,0,0,5,6,0,1900,0,98107,551000
4394,2015-03-20,4,1620,10530,1.0,0,0,3,7,0,1968,0,98030,249950
4395,2014-11-20,4,4400,262666,2.0,0,0,3,11,0,1988,0,98075,1150000
4396,2014-07-03,3,1530,6743,1.0,0,0,3,7,120,1955,0,98116,575000
4397,2014-07-18,4,3460,11350,1.0,0,4,4,9,1680,1974,0,98006,1090000
4398,2014-11-18,4,2890,7306,2.0,0,0,3,7,0,2006,0,98065,515000
4399,2014-12-10,3,1980,11214,1.0,0,0,3,7,0,1959,0,98168,235000
4400,2014-09-15,3,1980,3243,1.5,0,0,3,8,0,1912,0,98102,796000
4401,2015-04-23,2,1450,2550,1.0,0,0,3,7,630,1984,0,98103,450000
4402,2014-11-06,4,4280,18834,1.0,0,4,5,11,2100,1971,0,98116,2050000
4403,2014-05-08,4,1810,6509,2.0,0,0,3,7,0,1994,0,98042,270000
4404,2015-04-14,3,2490,27702,2.0,1,4,3,10,0,2000,0,98116,1710000
4405,2015-03-09,3,1610,4108,1.5,0,0,5,7,0,1928,0,98126,565000
4406,2014-08-04,1,1820,3008,2.0,0,0,3,7,730,1910,2004,98103,680000
4408,2014-11-14,4,3520,35991,2.0,0,0,4,10,0,1992,0,98077,864500
4409,2014-09-15,4,3740,18000,1.0,0,0,4,9,1870,1951,0,98177,1150000
4410,2014-05-15,3,2150,30476,2.0,0,0,3,7,0,1991,0,98188,335000
4411,2015-05-04,4,3526,15958,2.0,0,0,3,10,0,1997,0,98075,911000
4412,2014-11-12,2,1070,6625,1.0,0,0,3,7,240,1950,0,98116,425000
4413,2014-10-29,3,1410,81021,1.0,0,0,3,7,0,1949,1981,98058,299950
4414,2014-12-08,4,3190,49658,2.0,0,0,3,10,0,1999,0,98074,864000
4415,2015-03-05,2,1270,6000,1.0,0,0,3,7,0,1939,0,98199,425000
4416,2014-08-14,4,1970,14490,1.5,0,0,4,7,0,1963,0,98059,374950
4417,2014-12-03,3,1640,7630,1.0,0,0,4,8,460,1968,0,98032,247000
4418,2014-12-12,3,1600,7161,1.0,0,0,3,8,0,1953,0,98118,475000
4419,2014-08-01,3,3020,5868,2.0,0,0,3,7,0,2003,0,98092,275000
4420,2014-10-29,2,1350,368517,1.0,0,0,3,6,0,1947,0,98077,355000
4421,2015-03-18,4,1870,22072,1.0,0,0,3,7,800,1959,0,98042,285000
4422,2014-09-05,3,2730,38869,1.5,1,4,3,9,790,1963,2001,98146,1340000
4423,2014-08-11,2,1100,17817,1.0,0,0,3,7,480,1980,0,98019,325000
4424,2015-04-20,5,4320,40816,2.0,0,0,4,11,0,1997,0,98004,1670000
4425,2014-06-06,3,2700,9994,1.0,0,3,4,7,1350,1959,0,98198,402000
4426,2014-08-14,3,3700,16857,1.0,0,0,3,10,1530,2000,0,98117,1100000
4427,2014-07-30,4,2190,9225,1.0,0,0,4,7,940,1959,0,98028,375000
4428,2014-09-11,5,2840,12253,1.0,0,0,3,7,1420,1960,0,98028,396000
4429,2014-07-16,4,2610,9077,1.0,0,0,4,8,1300,1987,0,98058,320000
4430,2014-07-09,3,2630,5827,2.0,0,0,3,8,0,2001,0,98053,610000
4431,2014-11-17,3,1090,7698,1.0,0,0,5,7,0,1966,0,98058,249950
4432,2015-04-23,4,3090,100835,2.0,0,0,3,9,0,1999,0,98092,675000
4433,2015-03-26,2,1670,7772,1.0,0,0,4,6,810,1919,0,98126,448000
4434,2015-04-28,3,1300,3600,2.0,0,0,3,7,0,1900,0,98119,819000
4435,2014-11-10,3,3670,18505,1.0,0,4,3,10,1140,1983,0,98177,1250000
4436,2014-12-01,4,1700,6031,2.0,0,0,3,8,0,1994,0,98030,225000
4437,2014-07-30,2,2560,982278,1.0,0,0,3,8,0,2004,0,98014,790000
4438,2015-04-14,4,2770,6000,2.0,0,0,3,8,370,1993,0,98136,685000
4439,2014-06-20,3,3240,8338,2.0,0,0,3,9,0,2001,0,98074,812000
4440,2014-12-02,2,2300,6400,1.0,0,0,3,8,0,2007,0,98053,705000
4441,2015-04-29,4,2483,6870,2.0,0,0,3,8,0,2005,0,98030,360000
4442,2015-01-12,1,760,779,3.0,0,0,3,8,0,2006,0,98107,344000
4443,2014-10-22,4,2040,6900,2.0,0,0,3,9,0,1903,0,98112,825000
4444,2015-04-27,3,1200,6120,1.0,0,0,4,7,250,1945,0,98115,476500
4445,2014-11-24,2,960,5096,1.0,0,0,5,7,0,1949,0,98126,379500
4446,2014-10-03,3,2410,35236,1.0,0,0,3,8,0,1980,2001,98072,620000
4447,2014-07-31,3,2260,7701,2.0,0,0,3,8,500,2000,0,98146,477590
4448,2014-05-20,3,1910,8190,1.0,0,0,4,7,900,1946,0,98117,490000
4449,2014-06-28,3,1500,5000,1.5,0,0,4,7,360,1927,0,98117,470000
4450,2014-07-24,3,1360,1236,2.0,0,0,3,8,220,2006,0,98112,500000
4451,2014-06-30,3,1320,7341,1.0,0,0,3,7,0,1982,0,98155,370000
4452,2015-03-11,2,1940,4400,1.0,0,0,3,7,970,1923,0,98112,790000
4453,2014-06-24,4,2650,18295,2.0,0,0,3,8,0,1986,0,98005,725000
4454,2014-05-28,4,3040,2800,2.0,0,0,3,9,940,1906,2014,98102,840000
4455,2014-06-04,3,1240,11108,1.0,0,0,4,7,0,1952,0,98166,390000
4456,2014-08-28,3,2210,11585,1.0,0,0,4,7,700,1958,0,98155,507000
4457,2014-11-22,3,1540,6273,1.0,0,0,4,6,770,1951,0,98118,263500
4458,2014-07-12,3,1320,1683,2.0,0,0,3,8,50,2004,0,98106,369000
4459,2014-08-14,3,3040,5326,2.0,0,0,3,9,0,2008,0,98055,500000
4460,2015-04-06,2,910,4301,1.0,0,0,4,7,0,1923,0,98117,570000
4461,2015-03-06,4,2040,7145,1.0,0,0,3,8,550,1994,0,98092,284000
4462,2014-11-10,2,980,4108,1.0,0,0,3,7,0,1947,0,98117,415000
4463,2014-05-15,3,980,3090,1.5,0,0,3,6,0,1903,0,98118,197500
4464,2014-10-27,4,4420,9492,2.0,0,1,3,9,1000,1962,2005,98125,925000
4465,2014-11-12,3,1570,6300,1.0,0,0,3,7,750,1953,2005,98118,468000
4466,2014-07-15,3,1600,5001,1.5,0,0,5,6,520,1930,0,98125,355000
4467,2014-08-12,4,1830,6000,1.0,0,0,4,7,900,1939,0,98199,639000
4468,2015-04-12,3,2820,14250,2.0,0,0,3,11,0,1991,0,98074,720000
4469,2014-06-12,3,1800,6000,1.0,0,0,5,6,900,1950,0,98155,381000
4470,2014-05-23,3,4380,42769,2.0,0,0,5,11,0,1983,0,98052,1050000
4471,2014-11-11,3,2980,3730,2.0,0,0,3,9,0,2005,0,98029,670000
4472,2014-10-28,3,1690,6658,1.0,0,0,3,7,0,1942,1982,98133,400000
4473,2014-06-26,4,4040,50479,2.0,0,0,3,11,0,1987,0,98077,910000
4474,2015-04-02,3,1250,9427,1.0,0,0,3,6,0,1931,0,98034,294000
4475,2015-03-10,3,1500,10230,1.0,0,0,2,7,0,1968,0,98058,315001
4476,2014-07-31,3,1630,10723,1.0,0,0,5,7,0,1959,0,98059,360000
4477,2014-08-05,3,1410,2700,2.0,0,0,4,7,0,1902,0,98122,520000
4478,2014-10-10,3,1140,4560,1.0,0,0,4,6,370,1944,0,98117,474000
4479,2015-03-13,4,3280,5876,2.0,0,0,3,7,0,2004,0,98053,702000
4480,2014-08-26,4,3490,87497,2.0,0,0,3,9,0,2001,0,98038,728000
4481,2015-03-05,4,2020,7277,2.0,0,0,3,8,0,1993,0,98055,308000
4482,2014-05-24,5,4580,4443,3.0,1,4,3,10,0,2004,0,98075,2000000
4483,2014-07-25,3,2270,7917,2.0,0,0,3,8,0,1986,0,98092,340000
4484,2015-04-01,2,1310,10200,1.0,0,0,4,6,0,1947,0,98065,306500
4485,2015-01-26,3,1420,3600,1.5,0,0,4,7,0,1904,0,98119,716000
4486,2014-09-09,4,2980,44431,2.0,0,0,2,10,340,1981,0,98034,950000
4487,2014-08-29,5,4180,8561,2.0,0,0,3,7,0,2003,0,98053,673200
4488,2015-03-23,4,1950,6000,1.0,0,0,3,7,600,1961,0,98115,564500
4489,2015-02-06,4,1790,11801,1.0,0,0,4,8,0,1974,0,98056,393000
4490,2015-03-12,5,1400,5071,1.0,0,0,3,5,0,1916,0,98014,425000
4491,2014-07-30,3,1320,24684,1.0,0,0,3,7,0,1979,0,98168,150000
4492,2015-02-20,4,1620,106722,1.0,0,0,3,8,420,1980,0,98042,327000
4493,2015-03-18,4,3120,7448,2.0,0,0,3,9,0,1998,0,98042,444900
4494,2014-07-22,4,2100,14773,2.0,0,0,3,8,0,1998,0,98023,305000
4495,2014-08-18,3,1370,1194,3.0,0,0,3,8,0,2004,0,98107,469000
4496,2014-09-26,3,1520,7875,1.0,0,0,5,8,0,1969,0,98006,525000
4497,2015-04-04,3,2410,17424,1.0,0,0,3,7,780,1978,0,98030,330000
4498,2014-10-02,4,1260,4080,1.0,0,0,4,7,0,1911,0,98105,618000
4499,2014-11-17,4,2830,7350,1.0,0,0,3,8,1140,1982,0,98023,295500
4500,2014-07-18,3,2064,46173,2.0,0,0,5,7,0,1903,0,98070,567035
4501,2014-07-25,4,2640,34870,1.0,0,0,3,8,870,1977,0,98027,518000
4502,2015-05-04,2,1020,9200,1.0,0,0,3,7,0,1978,0,98045,303000
4503,2014-07-08,4,2200,8065,2.0,0,0,3,7,0,1998,0,98031,300000
4504,2014-10-15,3,1420,7520,1.0,0,0,4,7,0,1956,0,98007,413107
4505,2014-08-20,3,1350,3090,1.5,0,0,5,6,0,1914,0,98103,400000
4506,2015-04-08,3,1290,6859,1.0,0,0,4,7,0,1941,0,98136,535000
4507,2014-09-19,4,1680,2600,1.0,0,0,5,7,840,1915,0,98107,555000
4508,2014-11-19,3,2280,6386,2.0,0,0,3,8,0,2008,0,98042,312000
4509,2014-06-03,3,1840,3500,1.5,0,0,5,8,300,1910,0,98122,785200
4510,2014-10-16,4,2040,11850,1.0,0,2,3,7,1020,1959,0,98033,749000
4511,2015-04-05,3,1490,10367,1.0,0,0,3,7,480,1957,0,98146,285000
4512,2014-09-10,4,2440,5088,2.0,0,0,3,7,0,2007,0,98065,425000
4513,2014-07-17,3,1930,15540,1.0,0,0,3,8,670,1958,0,98155,360000
4514,2015-05-05,3,1200,6615,1.0,0,0,4,7,0,1954,0,98106,260000
4515,2014-05-30,3,1550,8509,1.0,0,0,3,7,400,1959,0,98106,369000
4516,2014-08-15,4,2180,11132,1.0,0,0,4,8,560,1978,0,98023,275000
4517,2014-09-03,3,1430,1448,3.0,0,0,3,8,0,2005,0,98103,407000
4518,2015-04-12,2,1230,5418,1.0,0,0,3,8,240,1949,0,98117,575000
4519,2015-04-27,3,1670,3852,2.0,0,3,4,8,0,1928,0,98119,1240000
4520,2015-01-08,2,2720,4913,1.0,0,1,4,8,1020,1936,0,98199,875000
4521,2014-07-12,4,2220,6811,1.0,0,0,4,7,950,1961,0,98056,320000
4522,2014-07-03,3,1520,9041,1.0,0,0,4,7,0,1954,0,98004,810000
4523,2015-04-14,3,1590,7620,1.0,0,0,4,7,500,1984,0,98038,274000
4524,2014-12-19,4,1480,9523,1.0,0,0,3,7,360,1959,0,98030,239900
4525,2014-12-14,4,1860,7808,1.0,0,0,3,7,780,1953,0,98125,450000
4526,2014-06-30,4,1360,60548,1.0,0,0,3,6,400,1960,0,98001,263400
