,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,price
4842,2014-08-06,3,1833,1706,3.0,0,0,3,9,0,1998,0,98115,719000
4847,2014-11-18,5,4115,7910,2.0,0,0,3,9,0,2014,0,98053,988830
4849,2014-10-28,4,2100,3671,1.5,0,0,3,8,350,1929,0,98112,840000
4855,2015-03-24,5,4690,8208,2.0,0,0,3,9,1650,1926,0,98112,2050000
4859,2015-03-26,4,2850,5664,2.0,0,0,3,9,0,2001,0,98075,679950
4862,2014-09-19,4,3260,110579,2.0,0,0,3,10,0,1997,0,98053,715000
4864,2015-03-04,5,3450,35880,2.0,0,0,3,11,0,1992,0,98052,950000
4866,2015-04-02,3,1460,78408,1.0,0,0,4,7,0,1963,0,98075,700000
4872,2014-12-08,5,2450,6534,2.0,0,0,3,8,680,1951,2014,98115,849000
4873,2014-12-29,4,1940,4875,2.0,0,0,4,9,0,1925,0,98112,1150000
4874,2014-07-15,5,2890,5110,2.0,0,2,3,9,0,2003,0,98029,825000
4882,2014-09-25,3,3780,35273,1.5,0,0,3,10,0,1986,0,98072,930000
4887,2014-08-20,2,3490,88909,1.0,0,3,3,10,1170,1980,0,98006,952000
4890,2015-04-23,3,2040,18360,2.0,0,0,4,8,0,1983,0,98052,721000
4903,2014-08-04,5,3500,10794,2.0,0,0,3,10,0,1996,0,98075,815000
4910,2014-08-19,5,4050,13495,1.0,0,2,4,9,1820,1988,0,98166,925000
4916,2015-02-20,4,2710,2147,2.0,0,0,3,10,490,2007,0,98029,690000
4917,2014-05-13,5,3120,16672,2.0,0,0,4,9,0,1969,0,98004,1900000
4918,2015-03-13,5,3120,16672,2.0,0,0,4,9,0,1969,0,98004,1940000
4919,2014-08-18,3,1870,9527,1.0,0,0,4,7,0,1951,1997,98040,832500
4921,2014-10-17,3,2980,18935,1.5,0,0,3,11,0,1990,0,98077,820000
4923,2014-10-15,4,3830,8331,2.0,0,0,3,9,0,2014,0,98053,1050000
4924,2014-09-17,3,3040,5067,3.0,0,2,3,10,0,1993,0,98118,653000
4927,2014-09-12,4,3780,20023,2.0,0,2,3,10,0,2001,0,98029,970000
4929,2015-03-30,3,2450,5760,2.0,0,0,3,9,0,2000,0,98074,672500
4932,2014-05-14,3,2550,7200,2.0,0,2,3,10,0,1981,2013,98144,1400000
4938,2014-12-18,4,3480,38985,2.0,0,0,3,10,0,1989,0,98053,895000
4940,2015-03-12,4,2440,9320,1.0,0,0,4,7,560,1957,0,98007,650000
4954,2015-03-05,4,3180,12528,2.0,0,1,4,9,1120,1979,0,98177,1000000
4955,2015-04-24,5,1510,5700,2.0,0,1,4,7,0,1946,0,98105,1000000
4963,2014-08-11,3,3380,7126,2.0,0,0,3,8,0,1965,2003,98008,749000
4969,2014-09-02,4,4110,14219,2.0,0,2,4,10,1540,1979,0,98028,825000
4970,2014-11-26,5,3230,5000,2.0,0,1,3,9,880,2002,0,98136,815000
4972,2014-10-07,3,2070,6000,1.0,0,3,3,8,730,1955,0,98136,690000
4975,2015-02-12,3,1860,5584,1.0,0,0,3,8,550,1951,0,98199,860000
4981,2014-10-23,5,3030,20446,2.0,0,2,3,9,900,1976,0,98008,790000
4982,2014-07-07,3,1820,12686,1.0,0,0,4,7,0,1952,0,98004,875000
4988,2014-06-11,2,1030,5750,1.0,0,0,5,8,0,1928,0,98116,650000
4990,2014-10-14,3,3420,9900,1.0,0,0,3,9,1710,1963,2004,98028,692500
4996,2014-06-26,4,3320,19850,1.0,0,2,4,10,1280,1977,0,98040,1030000
4998,2015-03-19,5,2970,36817,2.0,0,0,4,8,0,1978,0,98072,699000
5003,2015-03-11,4,2360,4750,2.0,0,0,5,7,700,1911,0,98115,805000
5009,2014-09-30,3,1420,4080,1.5,0,0,5,8,0,1904,0,98103,764000
5013,2014-05-14,3,2360,6750,2.0,0,0,5,7,430,1926,0,98103,702500
5015,2015-02-13,2,2160,2578,3.0,0,0,3,8,0,2005,0,98103,798750
5019,2014-12-10,4,4140,14757,2.0,0,2,3,11,0,2005,0,98075,1060000
5020,2015-03-25,4,3920,4500,3.0,0,0,3,8,0,2013,0,98103,1170000
5027,2014-08-04,3,3010,74390,2.0,0,0,3,10,0,1998,0,98053,775000
5035,2014-11-26,4,2410,16650,1.0,0,0,4,8,0,1965,0,98006,711800
5038,2014-05-02,5,2910,9480,1.5,0,0,3,8,0,1939,0,98105,1200000
5042,2014-06-18,4,2790,7938,2.0,0,0,3,9,0,1997,0,98074,764000
5048,2015-02-25,3,1880,108900,1.0,0,0,3,7,0,1978,0,98075,735000
5049,2015-03-31,4,3070,4000,2.0,0,0,4,8,1000,1940,0,98105,1300000
5058,2014-07-03,4,5070,60123,2.0,0,0,3,11,0,2000,0,98053,1100000
5060,2014-08-07,3,2560,4000,1.5,0,0,5,8,900,1927,0,98112,1090000
5061,2015-04-19,3,1850,8160,1.0,0,0,3,8,0,1952,0,98177,670000
5067,2014-07-29,3,2060,8778,1.0,0,0,3,8,900,1953,2010,98136,731100
5068,2015-03-09,3,2920,434728,2.0,0,3,4,8,0,1999,0,98042,859000
5071,2015-04-15,3,1230,6380,1.5,0,0,3,7,0,1927,0,98115,740000
5072,2014-12-10,3,2020,9478,1.0,0,0,4,9,0,1961,0,98040,740000
5074,2015-03-11,2,2270,1763,3.0,0,0,3,7,450,2009,0,98052,656000
5084,2015-01-09,2,1440,33747,1.5,0,0,3,7,0,1928,0,98034,803000
5087,2015-03-24,3,2560,9825,2.0,0,0,4,9,0,1988,0,98006,823000
5091,2014-08-12,3,3910,14000,2.0,0,0,3,10,0,1999,0,98008,961500
5092,2015-03-31,4,2260,12238,1.0,0,0,3,9,0,1967,0,98005,833000
5094,2014-07-01,4,3340,10422,2.0,0,0,3,10,0,1996,0,98033,1150000
5103,2014-07-09,4,3710,7984,2.0,0,0,3,9,0,1999,0,98065,692500
5108,2014-07-16,3,1630,2640,2.0,0,0,5,8,0,1919,0,98119,800000
5109,2015-04-07,4,1640,4200,1.5,0,0,3,7,0,1925,0,98103,832600
5112,2014-06-19,4,4750,13912,2.0,0,2,3,10,1150,2005,0,98118,1310000
5118,2014-11-26,4,3660,150282,2.0,0,0,3,10,0,1990,0,98053,730000
5124,2014-05-23,5,3400,7452,2.0,0,0,3,10,0,1999,0,98007,950000
5128,2015-02-19,4,4270,6384,2.0,0,0,3,9,1210,2001,0,98065,770000
5131,2015-02-23,5,2870,5349,2.0,0,0,3,9,0,2005,0,98059,690700
5133,2014-05-20,6,2150,4505,1.0,0,0,3,7,880,1952,0,98119,755000
5134,2015-03-13,4,2470,6000,1.5,0,0,3,7,990,1940,0,98199,700000
5138,2015-04-24,5,1800,4500,2.0,0,0,4,7,120,1939,0,98107,754300
5139,2014-05-05,3,2160,9000,1.0,0,2,4,8,760,1949,0,98177,650000
5143,2015-01-27,4,3695,6556,2.0,0,0,3,9,0,2014,0,98053,994900
5145,2015-04-20,4,3010,7427,2.0,0,0,3,8,0,2010,0,98052,800000
5155,2014-07-01,6,2630,9420,2.0,0,0,5,9,120,1900,0,98103,1300000
5156,2015-02-25,3,2410,13300,2.0,0,0,3,9,570,1985,0,98006,822000
5157,2014-12-16,4,2930,25697,1.0,0,0,4,9,620,1964,0,98004,1500000
5161,2015-04-16,4,3810,7728,2.0,0,0,3,9,0,2007,0,98074,878000
5173,2015-04-06,4,2680,15438,2.0,0,2,3,8,0,1902,1956,98039,1160000
5175,2014-08-14,3,2520,6690,2.0,0,2,5,8,820,1944,1990,98126,835000
5181,2014-05-12,4,2980,4930,2.0,0,0,3,9,90,2000,0,98006,750000
5185,2014-06-26,4,2660,10800,1.0,0,0,3,7,0,1955,2014,98005,772650
5187,2015-04-01,3,1970,54450,1.0,0,0,3,8,400,1980,0,98075,650000
5188,2015-03-11,3,1210,3600,1.5,0,2,5,7,0,1910,0,98103,678500
5189,2014-06-26,4,2670,11877,2.0,0,0,3,9,0,1996,0,98074,669950
5190,2015-03-11,3,3000,18450,1.0,0,0,3,10,0,1983,0,98077,850000
5193,2014-10-30,3,2080,11866,1.0,0,0,3,8,0,1960,0,98005,813000
5194,2014-08-28,3,1780,9732,1.0,0,0,3,8,0,1967,0,98040,710000
5195,2014-12-02,3,1960,2400,2.0,0,0,3,8,630,1911,0,98119,792500
5198,2014-12-05,3,2070,2833,2.0,0,2,3,8,580,1966,0,98136,675000
5200,2015-05-07,4,4020,11588,2.0,0,0,3,11,0,2000,0,98059,1050000
5201,2015-01-08,4,3620,10400,1.0,0,0,4,8,1800,1965,0,98005,768500
5203,2014-12-30,3,1460,8800,1.0,0,0,4,7,0,1956,0,98040,685000
5205,2015-04-22,6,2850,6600,2.0,0,0,3,7,0,1994,0,98033,655000
5206,2014-09-12,4,2640,4000,2.0,0,0,5,8,910,1925,0,98115,895000
5209,2015-02-28,4,3430,13609,2.0,0,0,3,11,0,2001,0,98059,997000
5218,2014-12-15,5,3830,8131,2.0,0,0,3,10,0,2005,0,98075,852500
5223,2015-01-12,2,3570,392475,1.0,0,0,3,9,1200,1998,0,98024,835000
5224,2015-02-11,5,3050,2992,1.5,0,0,4,8,1130,1931,0,98112,760000
5229,2015-04-14,3,1660,9549,1.0,0,0,3,7,0,1956,0,98033,675000
5235,2015-03-19,5,3050,8904,1.0,0,0,4,8,1400,1956,0,98040,1040000
5242,2014-11-20,4,3370,7200,2.0,0,0,3,8,0,2014,0,98177,890000
5250,2015-04-08,3,1290,12005,1.0,0,0,4,7,0,1966,0,98033,658000
5252,2014-06-26,5,2720,7598,2.0,0,0,3,8,860,1993,0,98115,690000
5258,2015-03-11,4,3880,7208,2.0,0,0,3,10,0,2006,0,98075,815000
5266,2015-01-22,4,2520,10370,2.0,0,0,3,9,0,1980,0,98074,657500
5276,2015-03-23,3,2670,150270,2.0,0,0,3,9,0,1985,0,98072,865000
5288,2014-05-12,4,3460,3997,2.0,0,0,3,10,900,2004,0,98103,1320000
5290,2014-06-05,4,2980,8051,1.5,0,2,4,10,960,1935,0,98199,1160000
5299,2014-06-03,4,4130,12320,2.0,0,0,3,11,0,2001,0,98059,1070000
5302,2014-12-13,4,4750,62365,2.0,0,0,3,11,0,1988,0,98052,1120000
5303,2014-08-28,4,3400,35062,2.0,0,0,4,11,0,1988,0,98052,915000
5310,2014-12-15,4,2820,8009,2.0,0,0,3,9,0,2001,0,98075,682000
5321,2015-01-28,4,2830,10240,2.0,0,0,4,9,0,1998,0,98075,774000
5326,2014-05-14,4,2700,4004,2.0,0,0,3,9,0,2004,0,98029,723000
5343,2015-04-08,4,2350,4815,1.5,0,0,4,7,900,1914,0,98103,767500
5350,2014-05-14,3,3030,30007,1.5,0,0,4,10,0,1992,0,98077,766950
5351,2014-09-18,4,2940,4232,2.0,0,0,3,9,0,2004,0,98029,710000
5360,2014-07-31,4,3080,5250,2.0,0,0,3,9,0,2003,0,98075,775000
5363,2014-12-09,4,4060,9486,2.0,0,0,3,10,0,2005,0,98033,1600000
5374,2014-08-26,3,2320,6400,1.0,0,2,4,8,900,1957,0,98199,779000
5375,2014-09-15,5,3290,14134,1.0,0,0,3,7,1420,2004,0,98052,695000
5383,2015-04-14,4,2580,4500,2.0,0,0,4,9,730,1905,0,98102,935000
5391,2014-05-05,6,2920,5000,2.5,0,0,4,9,140,1908,0,98122,823000
5393,2014-05-20,4,2450,13300,1.0,0,2,4,9,820,1987,0,98006,760000
5405,2015-01-08,4,2290,40946,1.0,0,3,4,8,740,1960,0,98008,899000
5410,2015-03-11,5,3220,5934,2.0,0,0,3,9,0,2006,0,98052,798000
5411,2014-11-07,4,3270,9578,2.0,0,0,3,9,0,1993,0,98027,785000
5414,2014-07-24,4,2240,7540,1.0,0,0,3,8,700,1962,0,98115,654000
5417,2014-05-07,3,1680,10500,1.0,0,0,4,8,0,1959,0,98005,675000
5418,2014-11-04,5,2330,8000,1.0,0,0,4,7,780,1972,0,98052,665000
5419,2014-06-23,4,3030,29163,2.0,0,0,3,10,0,1998,0,98053,835000
5421,2015-05-04,3,2910,3094,2.0,0,2,5,7,900,1939,0,98125,780000
5422,2014-08-15,4,3090,67518,2.0,0,0,3,10,0,1988,0,98053,844000
5423,2015-01-27,4,2720,54048,2.0,0,0,3,8,0,1985,0,98072,680000
5427,2014-08-26,4,3150,5979,2.0,0,0,3,9,0,2005,0,98052,762500
5428,2015-03-05,5,3930,5500,2.0,0,0,3,9,1020,2014,0,98033,1740000
5429,2014-06-24,6,2840,8346,1.0,0,0,5,8,1420,1961,0,98118,665000
5434,2015-03-30,5,3930,12719,2.0,0,2,4,10,1390,1974,0,98040,1250000
5435,2014-12-10,4,3160,13063,2.0,0,0,3,10,0,1999,0,98075,693000
5437,2015-01-26,5,2240,18265,2.0,0,0,4,8,0,1963,0,98027,805000
5441,2014-07-10,6,2640,3680,2.0,0,0,5,8,880,1922,0,98126,880000
5444,2015-05-01,4,5040,17208,1.0,0,0,5,10,2170,1976,0,98006,2850000
5446,2014-10-10,4,4890,13402,2.0,0,0,3,13,0,2004,0,98059,1780000
5449,2014-06-12,3,2060,8640,1.0,0,0,4,8,0,1966,0,98033,890000
5450,2014-05-08,3,1690,4500,1.5,0,1,4,8,0,1928,0,98116,719000
5451,2014-10-08,4,3370,100681,1.0,0,0,5,8,1450,1977,0,98058,785000
5452,2015-03-26,3,2330,3995,2.0,0,0,3,9,0,2006,0,98029,660000
5455,2014-06-24,4,3820,53574,1.0,0,0,3,10,0,1994,0,98072,1220000
5457,2014-11-21,4,3020,12750,2.0,0,0,3,10,0,1990,0,98033,845800
5466,2014-06-13,3,1980,13503,1.0,0,2,4,9,660,1952,0,98008,810000
5472,2014-12-12,4,2450,12987,1.0,0,0,4,9,420,1980,0,98007,836000
5475,2015-04-27,4,3720,105850,2.0,0,0,4,10,0,1984,0,98053,864000
5476,2014-06-23,3,1610,8613,1.0,0,0,5,7,0,1962,0,98033,725000
5479,2014-09-26,2,1660,4000,1.0,0,0,3,7,670,1940,0,98112,765000
5483,2015-04-01,3,1700,8534,1.0,0,0,4,7,0,1953,0,98004,985000
5484,2014-11-18,4,2660,8469,2.0,0,0,3,10,0,1994,0,98006,751305
5489,2015-03-24,3,2470,11603,2.0,0,2,3,8,930,1988,0,98052,736000
5497,2014-05-14,3,1830,5120,1.5,0,2,5,8,0,1903,0,98122,682000
5498,2014-08-15,3,980,6002,1.0,0,0,4,6,0,1942,0,98033,657500
5499,2015-04-19,6,3550,6533,2.0,0,0,3,8,0,1925,0,98144,895000
5504,2015-02-09,3,2830,6041,2.0,0,3,3,8,990,1915,0,98118,1090000
5513,2015-02-24,5,3410,35536,2.0,0,0,3,10,880,1974,0,98005,815000
5515,2014-11-10,3,2100,5000,1.5,0,0,3,8,0,1916,0,98117,700000
5523,2014-11-20,4,3350,23781,1.0,0,0,4,9,1330,1979,0,98006,805000
5531,2014-05-28,3,1700,6356,1.5,0,0,3,7,0,1907,0,98118,681000
5541,2015-04-28,5,2580,7865,1.0,0,0,4,8,1100,1964,0,98007,650000
5549,2014-07-10,3,2820,8159,2.0,0,0,3,9,0,2004,0,98029,735000
5556,2015-02-05,4,4160,35000,2.0,0,0,3,11,0,1991,0,98053,1150000
5584,2014-11-06,3,2620,17919,1.0,0,1,4,9,0,1949,0,98039,1880000
5585,2015-03-11,3,1630,9000,1.0,0,0,3,7,670,1955,0,98004,725000
5595,2014-10-03,4,4020,13515,2.0,0,0,3,11,0,2001,0,98004,1690000
5602,2014-08-04,4,3270,6027,2.0,0,0,3,10,0,2001,0,98074,835000
5603,2014-07-01,4,4350,112750,1.0,0,0,3,9,2150,2006,0,98027,850000
5609,2014-12-04,5,2020,8400,1.0,0,0,4,7,1010,1963,0,98040,750000
5611,2015-04-07,2,1700,3040,1.5,0,0,3,8,240,1914,0,98119,710000
5612,2014-06-04,5,3410,9088,2.0,0,3,3,9,650,1912,0,98119,2400000
5614,2014-12-26,4,2860,6867,1.0,0,1,5,7,1300,1946,0,98115,874000
5619,2014-08-28,4,4090,11225,2.0,0,0,3,10,0,2005,0,98075,885000
5626,2014-07-10,4,3340,8930,2.0,0,2,3,10,0,1999,0,98065,720000
5640,2015-04-10,5,3460,5400,2.0,0,0,3,10,630,2012,0,98056,980000
5641,2014-11-13,2,1580,2199,2.0,0,2,3,8,0,1921,1995,98103,720000
5645,2015-04-15,4,2650,11108,2.0,0,0,3,10,0,1987,0,98074,672500
5651,2014-07-30,4,2600,41041,1.5,0,0,4,8,0,1965,0,98033,1020000
5653,2014-05-21,5,2876,13927,1.0,0,2,4,9,906,1973,0,98040,895000
5654,2014-09-26,4,2290,9546,1.0,0,0,4,8,510,1976,0,98006,668500
5657,2014-05-28,5,2680,28014,1.0,0,0,4,8,1230,1963,0,98004,898000
5659,2015-04-28,3,2100,4440,2.0,0,4,3,7,0,1945,0,98116,800000
5661,2015-01-28,3,2850,19593,1.5,1,4,3,10,1060,1978,0,98008,1600000
5662,2015-04-27,4,4280,12796,2.0,0,0,3,11,880,1999,0,98006,1200000
5664,2014-06-24,3,2740,5925,2.0,0,2,3,10,0,1913,1992,98112,1160000
5665,2014-09-26,4,2020,9600,2.0,0,0,4,7,0,1954,0,98136,689000
5670,2014-10-28,5,4020,4500,2.0,0,0,3,9,900,2010,0,98004,1420000
5671,2014-12-16,4,2910,10189,2.0,0,0,3,9,0,1988,0,98006,998000
5675,2014-11-20,4,3030,10189,1.0,0,0,3,9,650,2003,0,98004,1470000
5676,2014-08-01,4,2190,9400,1.0,0,0,4,7,740,1962,0,98033,725000
5684,2015-05-04,4,2100,4560,1.5,0,0,4,8,0,1912,0,98103,1000000
5685,2015-04-06,3,1540,24500,1.5,0,0,3,7,0,1949,0,98125,1000000
5691,2014-07-09,4,2510,4543,2.0,0,0,3,8,0,2002,0,98075,660000
5693,2014-07-07,4,3990,9786,2.0,0,0,3,9,0,2004,0,98053,866000
5694,2014-05-05,3,2350,5700,1.5,0,0,4,8,540,1939,0,98112,770000
5701,2014-07-24,4,3500,10260,2.0,0,0,3,10,0,1987,0,98008,798000
5710,2014-10-08,3,2700,8444,2.0,0,0,3,10,0,1992,0,98006,765000
5711,2014-08-11,3,2610,9409,1.0,1,4,4,8,0,1963,0,98075,1520000
5713,2015-04-27,4,4570,16219,2.0,0,0,3,11,0,2002,0,98075,1100000
5722,2015-02-02,4,2220,7230,1.0,0,1,3,8,940,1950,0,98125,675000
5724,2014-06-04,4,2700,9320,2.0,0,0,4,8,0,1994,0,98033,837500
5730,2015-02-19,3,2100,4097,2.0,0,0,3,9,0,2008,0,98004,990400
5734,2015-01-08,3,3490,9362,1.0,0,3,5,9,1720,1960,0,98105,1620000
5737,2014-07-08,2,2360,11340,1.5,0,0,3,9,0,1997,0,98040,1090000
5742,2014-06-11,4,2690,4000,2.0,0,3,4,9,570,1909,1989,98119,800000
5744,2015-04-15,4,3830,11972,1.0,1,4,3,11,1460,1981,0,98155,1850000
5746,2014-10-06,5,4350,6218,2.0,0,2,3,10,830,2007,0,98027,1150000
5749,2014-06-19,4,2440,34290,2.0,0,0,3,9,0,1987,0,98053,720000
5750,2014-07-11,4,4410,12426,2.0,0,2,3,12,990,1996,0,98006,1500000
5755,2014-07-17,4,3190,11774,2.0,1,4,3,8,580,1956,1991,98178,1100000
5758,2014-09-03,4,3150,9318,2.0,0,0,3,9,0,2001,0,98075,705000
5760,2014-12-22,5,2400,3500,1.5,0,0,3,8,500,1911,0,98103,650000
5764,2014-10-17,4,4200,14353,2.0,0,2,3,12,560,1996,0,98040,1460000
5766,2014-07-16,4,2170,9525,1.0,0,0,3,8,0,1960,0,98040,842000
5768,2015-02-17,4,3280,25211,2.0,0,3,3,11,0,1985,0,98074,810000
5770,2014-10-31,3,2160,8809,1.0,0,0,3,9,620,2014,0,98103,730000
5779,2014-07-18,5,2640,3200,2.0,0,0,4,7,500,1906,0,98112,739375
5781,2014-06-11,4,3760,29224,2.0,0,0,3,11,0,1987,0,98052,1010000
5786,2015-01-13,3,1760,16928,1.0,0,0,3,7,0,1953,0,98004,810000
5787,2014-05-27,3,1840,4750,1.0,0,0,5,7,830,1951,0,98117,730001
5788,2015-04-30,3,2980,86636,1.0,0,0,3,9,750,1989,0,98053,825000
5789,2014-07-16,3,1730,3000,2.0,0,0,3,8,0,1996,0,98103,665000
5791,2014-07-28,3,3370,36218,2.0,0,0,4,9,0,1988,0,98075,699950
5793,2014-06-25,4,2180,3375,1.5,0,0,4,7,760,1926,0,98117,657000
5806,2014-12-08,4,2120,3794,2.0,0,0,4,7,700,1926,0,98117,720168
5807,2014-10-02,3,2130,5000,1.5,0,0,5,7,800,1925,0,98107,652000
5812,2014-10-22,3,2780,5467,2.0,0,2,3,9,0,2000,0,98126,775000
5815,2014-10-29,3,2680,8429,1.0,0,0,4,9,800,1950,1991,98038,653000
5822,2015-01-05,3,2600,6600,2.0,0,4,3,10,670,1970,2014,98122,1700000
5824,2014-05-27,4,4060,13000,2.0,0,3,3,11,0,2000,0,98040,1800000
5825,2014-10-30,3,2260,7200,1.0,0,3,3,7,1130,1941,0,98144,759000
5826,2015-03-26,4,4430,74358,2.0,0,0,3,10,0,1990,0,98053,970000
5827,2014-08-27,3,2430,8327,1.0,0,0,4,9,1000,1978,0,98006,690000
5828,2014-07-08,3,3420,25150,1.0,0,0,4,10,1670,1987,0,98006,789900
5832,2014-07-14,5,2750,6000,1.5,0,0,3,8,1000,1904,1994,98103,980000
5839,2015-05-06,4,2720,3840,2.0,0,0,3,8,930,1920,2009,98107,860000
5840,2015-03-30,4,2190,12690,1.0,0,2,3,8,1020,1973,0,98033,833000
5844,2015-04-02,4,4720,21000,3.0,0,4,5,11,0,1971,0,98177,1530000
5845,2015-01-21,4,3810,217800,2.0,0,0,3,9,0,2003,0,98077,900000
5846,2015-02-26,3,1950,3730,2.0,0,0,3,9,0,1996,0,98033,899000
5849,2015-02-23,4,2040,5000,1.5,0,0,5,7,860,1924,0,98117,775000
5858,2014-07-14,4,3470,8000,1.5,0,1,3,9,1110,1906,2002,98122,1730000
5867,2014-12-03,3,2230,11835,1.0,0,0,5,8,600,1974,0,98006,652450
5872,2015-03-30,4,2310,5526,2.0,0,0,3,9,0,2003,0,98074,651100
5880,2015-02-18,4,2860,10702,2.0,0,0,3,10,0,1982,0,98004,1200000
5887,2014-12-08,4,2360,2500,2.0,0,3,3,8,840,2001,0,98117,695000
5893,2014-06-16,4,3280,6603,2.0,0,0,3,10,0,2007,0,98027,963000
5895,2014-10-24,4,3570,14408,2.0,0,2,3,10,0,2006,0,98065,942500
5896,2014-09-05,4,3780,11200,2.0,0,0,3,11,0,2002,0,98059,1030000
5900,2014-06-22,3,2870,5000,1.5,0,0,4,8,1030,1907,0,98144,802000
5905,2014-08-15,3,2560,3600,2.0,0,0,3,10,450,1994,0,98119,925000
5908,2015-04-04,3,1600,9638,1.0,0,0,5,7,0,1952,0,98040,785000
5911,2014-10-14,4,2100,3400,1.0,0,0,5,7,1000,1915,0,98119,750000
5913,2015-01-05,4,3090,35074,2.0,0,0,3,9,0,1978,0,98005,855000
5916,2014-07-03,5,3420,18129,2.0,0,0,3,9,880,1952,2005,98040,1200000
5917,2015-03-30,4,2180,6000,1.5,0,0,3,8,120,1927,0,98144,677000
5920,2015-03-27,3,2980,7202,2.0,0,0,3,8,0,1999,0,98033,817250
5923,2014-07-25,3,3330,15258,2.0,0,0,3,10,0,1986,0,98077,762500
5925,2014-07-10,4,3840,85728,2.0,0,0,3,11,0,1998,0,98014,840000
5928,2014-05-15,4,3240,20301,2.0,0,0,3,10,0,1985,0,98052,749400
5929,2014-06-26,3,2480,37843,1.5,1,3,4,8,0,1974,0,98070,663000
5930,2014-07-21,3,4470,22518,2.0,0,2,3,9,1230,1953,2004,98006,1480000
5936,2015-01-09,4,3090,6200,2.0,0,0,3,9,0,2014,0,98006,908950
5947,2014-12-15,4,3000,6222,2.0,0,0,3,9,0,2004,0,98029,705000
5948,2014-06-02,4,3190,7869,2.0,0,2,3,9,0,2001,0,98065,725995
5951,2014-08-20,4,3070,5936,2.0,0,0,3,9,0,2005,0,98075,731000
5952,2015-05-01,4,3730,17000,2.0,0,3,4,10,910,1986,0,98040,1560000
5955,2015-04-22,3,4160,31796,2.0,0,0,3,11,0,1989,0,98053,1110000
5956,2014-07-22,4,3670,4960,2.0,0,0,3,9,800,2005,0,98177,796000
5958,2015-04-28,3,1940,4000,2.0,0,0,4,9,0,2000,0,98199,807000
5968,2014-05-16,3,2050,3933,1.0,0,0,3,8,870,1926,2001,98112,724800
5974,2014-11-06,3,1480,7000,1.0,0,2,3,8,0,1963,0,98122,685000
5983,2015-04-27,3,2880,6092,2.0,0,4,4,8,960,1983,0,98116,1050000
5984,2015-04-12,4,2590,13894,2.0,0,0,4,9,0,1975,0,98005,925000
5985,2014-10-20,3,2430,4524,1.5,0,0,4,7,600,1924,0,98103,780000
5998,2014-05-16,5,2830,5310,2.0,0,0,3,9,0,2006,0,98052,725000
6003,2014-06-20,4,2870,6280,1.5,0,0,4,9,890,1905,0,98112,1330000
6006,2015-04-21,4,3350,4501,2.0,0,0,3,9,710,2002,0,98117,925000
6009,2014-06-13,4,2750,4800,2.0,0,0,3,9,790,1905,2005,98103,1030000
6017,2015-01-09,4,3270,9650,1.0,0,3,4,9,950,1971,0,98166,700000
6019,2015-04-16,4,1850,3600,2.0,0,0,3,8,190,1929,0,98112,920000
6022,2015-03-13,4,2240,9990,2.0,0,0,4,10,0,1967,0,98040,975000
6024,2014-06-12,4,2683,40386,2.0,0,0,4,9,0,1987,0,98052,822000
6028,2014-09-11,2,1450,989,3.0,0,0,3,9,0,2014,0,98109,680000
6031,2014-06-18,5,1260,4500,1.5,0,0,3,7,0,1926,0,98119,650000
6037,2014-10-04,4,2100,6613,2.0,0,0,3,8,0,1909,2004,98116,750000
6039,2014-10-27,4,4250,18000,2.0,0,3,5,10,900,1980,0,98040,2200000
6042,2014-06-24,4,3090,9571,2.0,0,0,3,9,720,2004,0,98052,751000
6043,2014-05-23,4,2560,36601,2.0,0,0,4,9,0,1987,0,98075,675000
6046,2014-09-25,3,3460,13129,2.0,0,0,3,9,900,1988,0,98077,730000
6047,2015-01-02,5,3290,5880,2.0,0,0,3,9,620,2005,0,98052,762500
6051,2014-08-26,3,2790,6720,2.0,0,0,3,8,0,2002,0,98075,650000
6054,2015-01-08,4,3000,5300,1.0,0,0,5,7,1220,1949,0,98115,760000
6061,2015-04-13,4,2590,8571,2.0,0,0,3,9,0,1988,0,98052,781000
6062,2015-04-28,3,1850,1330,2.5,0,0,3,9,290,2004,0,98115,827000
6064,2015-02-24,4,3280,5232,2.0,0,0,3,7,0,2004,0,98053,671300
6066,2015-03-02,5,2890,22547,1.0,0,0,4,10,740,1963,0,98040,1100000
6067,2015-05-06,5,3000,10560,1.0,0,0,3,8,1500,1966,0,98004,800000
6071,2014-09-23,6,3600,6224,2.0,0,0,3,9,990,1945,2006,98199,1110000
6073,2014-08-08,9,3650,5000,2.0,0,0,3,8,1120,1915,2010,98105,1280000
6075,2015-01-20,4,2095,4569,2.0,0,0,3,9,0,2002,0,98052,670000
6079,2014-06-02,3,2730,5832,2.0,0,0,3,9,0,1998,0,98005,1000000
6081,2014-07-10,3,2320,10960,1.0,0,0,3,7,810,1956,0,98005,657500
6084,2014-06-16,4,4290,175421,2.0,0,0,3,10,0,2004,0,98010,792500
6089,2015-03-06,3,3370,167706,1.0,0,0,3,10,0,2000,0,98038,713900
6092,2014-07-08,3,3830,48743,2.0,0,0,3,11,0,1991,0,98006,1150000
6100,2014-06-02,3,1840,9990,2.0,0,0,5,8,0,1961,0,98177,686000
6103,2014-06-10,5,2830,7500,2.0,0,0,3,9,370,1923,0,98105,1240000
